"codmun";"pop65py_share";"itu_sus_per100k";"itu_sus_per100k_100km";"densidade"
"60";120030;0.0372901666814813;0;0;1.23948063420086
"61";120032;0.017823778105754;0;0;1.52297377662778
"62";120033;0.0406445158909815;0;0;3.41791377057249
"63";120034;0.039861782916947;0;0;0.878009941939053
"64";120035;0.023745325245522;0;0;2.24984072275187
"65";120038;0.0526460599983513;0;6.65863594815949;10.0650770378373
"66";120039;0.0309737004978114;0;0;1.81879438451889
"67";120040;0.0443114677192548;8.10175808150369;6.52350537596148;45.4055046428149
"68";120042;0.0301453435886813;0;0;6.01374347081137
"69";120043;0.0111760626256235;0;0;1.03521016295855
"70";120045;0.0563240974862008;0;6.52350537596148;9.82325462814825
"71";120050;0.0455534866215762;0;0;1.90194410287448
"72";120060;0.0431674740963045;0;0;2.08099820490604
"73";120070;0.057685044329068;0;0;3.56206031752978
"74";120080;0.0512330991163633;0;6.24481963825463;6.97916270777693
"75";130002;0.0318040654921363;0;0;2.67748871816663
"76";130006;0.0367758238428761;0;0;2.38362225182468
"77";130008;0.0466089886246666;0;0;5.42450680076742
"78";130010;0.0437605742058811;0;0;3.40237029477932
"79";130014;0.0317740442468124;0;0;0.397912587769196
"80";130020;0.0309084434491342;0;0;0.254307272184519
"81";130030;0.0525714555445713;0;0;5.07392538102135
"82";130040;0.0327875876682517;0;0;0.223450574331833
"83";130050;0.0486420993459105;0;0;5.49274874755836
"84";130060;0.0421594799775731;0;0;4.83244514248985
"85";130063;0.0378760325256745;0;0;1.10217155496558
"86";130068;0.0385750458323174;0;0;7.25301198305249
"87";130070;0.0492820758425764;0;0;1.54868707792112
"88";130080;0.0441738490784292;0;0;0.917009478032734
"89";130083;0.0348949894418949;0;0;1.36184727279957
"90";130090;0.0436781416458463;0;0;0.459237377035848
"91";130100;0.0368322452776003;0;0;1.08911798279026
"92";130110;0.0394865931694538;0;7.49392148264354;6.13233468007172
"93";130115;0.0508296393285958;0;7.27549792188594;11.2636699735183
"94";130120;0.0382434680298731;0;0;1.45369818112467
"95";130130;0.0415443576225685;0;0;1.5026165045151
"96";130140;0.035921145567176;0;0;2.32790569603244
"97";130150;0.0372810455495364;0;0;2.62037567244718
"98";130160;0.0381617896992484;0;0;1.49900122801116
"99";130165;0.0315533603062887;0;0;2.16468997172031
"100";130170;0.0431958898809837;0;0;1.63090111386369
"101";130180;0.0325535773029926;0;0;2.38922609570332
"102";130185;0.0466033198488669;0;7.39241797868547;21.459146154148
"103";130190;0.0511005121295475;0;0;11.2411219821712
"104";130195;0.0237744950834449;0;0;0.312267064031256
"105";130200;0.0462166062940776;0;0;2.09085194604476
"106";130210;0.0232660615509007;0;0;0.058484033312577
"107";130220;0.0341634454998655;0;0;0.736117508877952
"108";130230;0.0324165440181326;0;0;0.212403528118632
"109";130240;0.0418887229913461;0;0;0.662807261595941
"110";130250;0.0504377210731886;0;7.35417717263406;13.1172853178573
"111";130255;0.0491396547542431;0;7.45377431281934;7.83915672247895
"112";130260;0.0393923973241477;8.33805594102521;7.39241797868547;188.178816555467
"113";130270;0.0435803981232344;0;0;1.13643741823325
"114";130280;0.0226396308584307;0;0;1.0805173150434
"115";130290;0.0470212202717393;0;0;1.56922548651241
"116";130300;0.0540421768395406;0;0;1.48145890278896
"117";130310;0.0477841378654505;0;0;6.58302815351089
"118";130320;0.0481206794233222;0;0;0.502266339869714
"119";130330;0.0501644965144906;0;0;0.612851161262736
"120";130340;0.0507885694020127;0;0;19.0005216547149
"121";130350;0.0292111470519628;0;0;0.464364108740914
"122";130353;0.030399584423955;0;0;1.38858016931393
"123";130356;0.0389649654092392;0;7.80810927920855;5.60163641997365
"124";130360;0.0371029389183318;0;0;0.389107796968023
"125";130370;0.0333018499095395;0;0;1.77630163261091
"126";130380;0.0446961768833577;0;0;0.410473428838442
"127";130390;0.0468580384169194;0;0;1.95920319869744
"128";130395;0.0324426438121905;0;0;1.28528270067715
"129";130400;0.0422039746849002;0;0;2.44670033856317
"130";130406;0.032659118163398;0;0;19.7448793072514
"131";130410;0.0322312128876199;0;0;0.203646938906566
"132";130420;0.0372210198922597;0;0;2.53897660848456
"133";130423;0.0338113786050782;0;0;2.88666139074103
"134";130426;0.0290049018933759;0;0;1.30291200394913
"135";130430;0.0467855351576282;0;0;0.587163010257128
"136";130440;0.0496882194079113;0;0;7.80774184876185
"137";140002;0.0419527054415547;0;0;0.435282693175572
"138";140005;0.044501418399658;0;3.57400395663262;0.614355996553352
"139";140010;0.0359585947554461;4.25837835942216;3.67280889943201;66.0051974340944
"140";140015;0.0383015668328018;0;0;1.51697159152932
"141";140017;0.0447301454612876;0;3.67280889943201;2.33116685808206
"142";140020;0.0391284576854214;0;0;0.455129678083132
"143";140023;0.0403060409268427;0;0;0.824638302866194
"144";140028;0.0388565491863084;0;3.50669469272072;0.827879853222612
"145";140030;0.0412457081726489;0;3.50669469272072;1.42066880204664
"146";140040;0.0321289862601945;0;0;1.58695538478603
"147";140045;0.0332933836509437;0;0;1.94142213532759
"148";140047;0.0346207130837521;0;0;0.879488670236538
"149";140050;0.0365632511147625;0;0;1.8793302843619
"150";140060;0.0371791914051456;0;0;5.14769159433047
"151";140070;0.027596649199523;0;0;1.27255503661877
"152";150010;0.0494200654200791;0;6.72017728406447;97.0364796368179
"153";150013;0.0531743082312154;0;3.41859304384687;12.0202367247379
"154";150020;0.0462857057046085;0;6.49333555627704;12.7781061710935
"155";150030;0.0354789650098908;0;1.67888287133741;4.6607050385216
"156";150034;0.0280095716042962;0;0;3.82923423046674
"157";150040;0.0580057356476386;0;5.36063152210169;2.38862001876725
"158";150050;0.0357540679059845;0;0;0.467988411125475
"159";150060;0.0468806865912625;8.72646037314345;5.3171974115883;0.709538260243653
"160";150070;0.0416299512833358;0;3.08490994266475;4.17421213716653
"161";150080;0.0412488526973146;9.0463967071116;6.34959315410892;2757.70407333365
"162";150085;0.0346395408831227;0;0;2.28334455628161
"163";150090;0.0520554628296974;0;2.55988941277737;41.3925186814706
"164";150095;0.0478381370418908;0;2.71771994167773;17.0522783468739
"165";150100;0.0492024058568839;0;0;0.958823309263477
"166";150110;0.0319521670596821;0;1.44778860631732;6.8243823910058
"167";150120;0.0396049672356613;0;0;12.3452258796532
"168";150125;0.0457168116189601;0;4.02437879241807;1.11951063518192
"169";150130;0.037172785845813;8.02053256336221;6.56529496362028;93.3299754262253
"170";150140;0.0627535987945923;9.64665766758556;6.54374448976921;1402.34042432697
"171";150145;0.0673917092743146;0;6.86144705377087;4.00689520641285
"172";150150;0.0450892244532396;0;6.33476131789288;328.436957609703
"173";150157;0.0494994834098087;0;3.13329834483515;5.97918628248771
"174";150160;0.044105228073055;0;2.1866559696462;27.3230932780897
"175";150170;0.0540053370828164;7.83171216891437;2.2947523316835;59.5067429617072
"176";150172;0.0512084826529143;0;5.66858075743576;2.38739818391139
"177";150175;0.0540326831839747;0;3.53686831531888;5.73700578279628
"178";150178;0.035507851560226;0;1.97042116344925;16.4230113944821
"179";150180;0.0414316594541185;6.8159024741726;2.19224072055821;10.6507325717091
"180";150190;0.0535972819113658;0;6.20047821886515;28.9858860691411
"181";150195;0.0258102394676182;0;2.87131484685124;13.7121838320384
"182";150200;0.0563810206166431;0;7.14369211985816;7.5690401550063
"183";150210;0.0558534178032268;0;0;44.2628223123049
"184";150215;0.0274158410269711;0;2.54194850520718;11.4560059183538
"185";150220;0.0659183472712284;8.69225085835977;2.63617670746983;110.406881604163
"186";150230;0.0535398667092533;0;2.08748383830872;18.6758064215902
"187";150240;0.0496859400528785;6.4743292843874;6.56800637672759;192.649373360536
"188";150250;0.0482764911262869;0;0;1.87331546602133
"189";150260;0.070467120260176;0;7.14834029706184;31.3486153493652
"190";150270;0.0688262210419705;0;3.25145683329781;8.18837762943603
"191";150275;0.0478841730389909;0;6.83549939635151;46.8847685522203
"192";150276;0.0263733249337965;0;7.18723546980562;0.771378356957661
"193";150277;0.0696065710678416;0;5.03901033836954;7.60373779387767
"194";150280;0.0348890525567749;0;1.25614839778272;9.36981996277837
"195";150285;0.0457511482523215;0;5.20495974831128;9.92011224673039
"196";150290;0.0741938471343882;0;4.53918667589226;58.4632763683571
"197";150293;0.033811442107539;0;0;11.1896255871109
"198";150295;0.0422299240502391;0;4.52469578961974;11.3890871210712
"199";150300;0.0530106681380963;0;0;0.6217470097061
"200";150304;0.0435921330436919;0;3.61820681670164;5.8299472894955
"201";150307;0.0479395186266892;0;1.02233286135633;16.1814511565198
"202";150309;0.0333319071654354;0;2.50595163513344;5.67444729058204
"203";150310;0.0421558112850563;0;0;3.84946313343569
"204";150320;0.0605585423307727;0;4.29604891358549;49.0952094383721
"205";150330;0.0486328777279188;0;6.96523415017645;31.2276203306307
"206";150340;0.0548112394211492;0;6.65530788534306;24.4580569397277
"207";150345;0.0274441161923553;0;4.81507696900535;11.9747562819297
"208";150350;0.064368481833894;0;1.77208720161316;23.4650511222494
"209";150360;0.0409559209974493;0;0;1.62948052746834
"210";150370;0.0407342358982661;0;4.20184839310813;6.74889141761872
"211";150375;0.0175936757707094;0;0;0.16694630501058
"212";150380;0.0455727832295934;0;1.55688409665136;29.1074856284995
"213";150390;0.0486539801977367;0;0;6.85188311198882
"214";150400;0.0367364226560622;0;1.21827163802713;19.1808270913832
"215";150405;0.0537549960471678;0;1.53483061963473;63.7425667052314
"216";150410;0.0744012088922665;0;2.44423560745576;26.3068546594894
"217";150420;0.0372311370266958;7.15950298730262;4.1375572275884;18.183827692887
"218";150430;0.068716908871948;0;2.66660291340161;36.4388059849337
"219";150440;0.0745015690740898;0;2.29964558923554;35.0722386204754
"220";150442;0.0344904273665603;5.32234396028011;6.29854597215078;1252.94049256884
"221";150445;0.0401913160263719;0;4.83668918951599;3.7730448204555
"222";150450;0.0285033544214497;0;2.73883630757914;4.04705298812456
"223";150460;0.0587018357514943;0;0;35.2812478835958
"224";150470;0.0414768406122574;0;6.51739645915152;8.90551595923484
"225";150475;NA;0;NA;3.2039382258578
"226";150480;0.0612984215678269;0;6.00966888950222;3.18963293274518
"227";150490;0.0410684319878917;0;7.09006932323762;10.5712031635753
"228";150495;0.0256903532405396;0;3.97238398652567;7.58173844765054
"229";150497;0.055080752175696;0;4.13723198494048;10.5479917963616
"230";150500;0.0835242416408475;0;2.128998203566;31.0664627959816
"231";150503;0.0216559655551898;0;0;0.674964394566922
"232";150506;0.0370324256957809;0;1.93111439094031;4.84468744583561
"233";150510;0.0625390180178705;0;0;1.8551256270697
"234";150520;0.040187407438105;0;1.1607045144773;8.35035567146926
"235";150530;0.046652747692151;0;0;0.670545734090443
"236";150540;0.0637021982058012;0;2.74640717854014;31.5483078456855
"237";150543;0.0252492288019902;0;0;2.24272924167384
"238";150548;0.0347677071389565;0;0;3.97098693130673
"239";150549;0.0605461596580492;0;0;7.71667333765424
"240";150550;0.026835687639424;17.6764328958416;6.91768644894402;5.77813749107215
"241";150553;0.0223913151141709;4.80139048268378;3.30005775101064;29.4638497753491
"242";150555;0.059040730961417;0;3.70385612576649;3.32471989369512
"243";150560;0.0732473771689459;0;2.23178898666006;17.931074309677
"244";150563;0.0422081933122801;0;0;3.91915013336521
"245";150565;0.032518951539317;0;0;4.22308388703833
"246";150570;0.0470266287735905;0;6.79681869860109;9.09937096971266
"247";150580;0.0379954480285158;0;3.13801435417423;2.40796124949576
"248";150590;0.0371588571254938;0;0;2.32210070161787
"249";150600;0.0349011571125091;0;0;2.02110603854628
"250";150610;0.0826438367972582;0;2.91044266829384;41.7324052590874
"251";150611;0.062239092605783;0;2.1470457991707;44.6030388956192
"252";150613;0.0426708650851917;10.6148348213759;3.96870893488672;21.9668398709245
"253";150616;0.0525715074683526;0;3.38892424248129;4.41984170132554
"254";150618;0.0444833322314994;0;0;6.294023787852
"255";150619;0.0371107573468165;0;0;7.05038268439799
"256";150620;0.0491797812750067;0;3.27824747151033;178.772333274368
"257";150630;0.0565204911940986;0;7.3819241284508;25.5007005507516
"258";150635;0.0477546469517712;0;6.47206923131642;74.4335871495646
"259";150640;0.0514818627841976;0;0;9.23139510259582
"260";150650;0.0449983682713716;0;6.17083540880951;97.1850258199542
"261";150655;0.0543547789059137;0;1.88031556395952;14.743386938898
"262";150658;0.0516010179758935;0;3.425204941429;2.03693747293134
"263";150660;0.0622269703997512;0;3.94056317215335;54.017268047994
"264";150670;0.0324431524425563;0;0;6.14134064240319
"265";150680;0.0540582720306723;8.86440416430009;5.97960291007342;16.9102928760795
"266";150690;0.0567230800478472;0;2.31011639800278;29.0357718617925
"267";150700;0.0608035453115269;0;6.6762379459321;57.7324419941297
"268";150710;0.0733224290202456;0;7.03559980313595;38.7145977947545
"269";150715;0.0540307415194442;0;3.39814733007564;18.2108837284124
"270";150720;0.0514069016082771;0;6.63226614934991;18.8745913034714
"271";150730;0.0240594949719435;0;0;1.48151784432035
"272";150740;0.0704031345092692;0;6.44164636661596;33.0238757219345
"273";150745;0.0557211547030421;0;6.89438749310561;7.88761715751626
"274";150746;0.0729352566179325;0;6.811733679961;30.9262038199655
"275";150747;0.0727579284195331;0;2.39581929532965;34.1724089438897
"276";150750;0.0538834021246511;0;4.03846231508891;10.8915695032929
"277";150760;0.0554991626211783;0;1.68706535868785;53.2887980967764
"278";150770;0.0491762503953698;0;0;16.1133306090791
"279";150775;0.0373639439126883;0;2.37057827886535;4.50550381685269
"280";150780;0.0332137279031555;0;5.47882161504704;0.821017265287814
"281";150790;0.0663715373708568;0;7.48355892443055;8.81271416267316
"282";150795;0.0252903368488345;0;0;23.3979320962506
"283";150796;0.0693661123008209;0;6.79058491358385;56.5497389861931
"284";150797;0.0600706147533694;0;0;9.82075370684794
"285";150800;0.0444366961293997;0;0;12.2156637794705
"286";150803;0.0541817135099418;0;1.86249436886468;35.3169551568215
"287";150805;0.029796697447168;0;0;1.56841520179367
"288";150808;0.0390633676230046;0;0;15.5452890518723
"289";150810;0.0349761386268913;6.15877317238406;1.97042116344925;53.8063579474823
"290";150812;0.0202911287770583;0;8.61794082921827;11.3260022466487
"291";150815;0.0369177529819054;0;0;4.21789338664489
"292";150820;0.0643027181025784;0;7.00174539004453;132.451337063515
"293";150830;0.0489279637973782;0;3.12701301462817;12.2763451565556
"294";150835;0.0438328014227127;0;6.39091978117491;4.85088866066339
"295";150840;0.0436868458077069;0;0;11.7507040897001
"296";160005;0.0299571691907327;0;0;0.687925366969159
"297";160010;0.0417597413800049;0;0;1.0679081478352
"298";160015;0.0357717461603294;0;0;1.65563498917617
"299";160020;0.0291677954725731;0;0;0.773944190591159
"300";160021;0.0334593634012052;0;0;2.69100193932029
"301";160023;0.0510505850852697;0;1.70178488871745;1.52618039729747
"302";160025;0.0469450248318267;0;1.70177523519952;3.31943406329662
"303";160027;0.0284852424439172;0;0;1.6062762957656
"304";160030;0.0358994304397819;2.38413595932664;1.66482841862111;75.2049597728406
"305";160040;0.0398883891302775;0;1.69608430669727;1.59506236207931
"306";160050;0.0236199816191429;0;0;1.15596712949923
"307";160053;0.0358350568660858;0;1.69142966683064;4.85183760752283
"308";160055;0.0300087932227185;0;0;1.00899099284067
"309";160060;0.0405617229615839;0;1.66482841862111;77.6071486039667
"310";160070;0.041457999177471;0;0;2.52142764714374
"311";160080;0.0324470423526085;0;0;6.21966146388631
"312";170025;0.0601575004029018;0;0;1.35254110506406
"313";170030;0.0478310706334483;0;0;27.75431602419
"314";170035;0.087104145888914;0;7.09893949731621;3.45652971794997
"315";170040;0.0700338544055369;0;0;1.77421116521461
"316";170070;0.0754565637099287;0;11.0394230061575;6.95201238773205
"317";170100;0.0650886900290383;0;6.91388164388264;6.09205103701839
"318";170105;0.0775266787876275;0;6.92778855433775;7.61674212078454
"319";170110;0.0799413412538296;0;5.8857219177493;4.10312775864158
"320";170130;0.0653063656684939;0;8.21569310703348;4.96820810489393
"321";170190;0.0692290842848811;0;4.43861396881134;2.52514800512948
"322";170200;0.0892778421138653;0;0;1.65526638253869
"323";170210;0.0512425020336824;16.069152767773;8.71947057780023;44.3277633029236
"324";170215;0.0611417491870253;0;8.39346236110991;6.77368037032164
"325";170220;0.0646527380400634;0;0;13.4811816114944
"326";170230;0.0682482698134765;0;0;4.28656627404205
"327";170240;0.0828709806039816;0;0;1.82614940523962
"328";170255;0.0665511343589051;0;0;45.9573091032282
"329";170270;0.092047336608015;0;0;5.35914609885477
"330";170290;0.0746306723300466;0;0;64.7405385613953
"331";170300;0.0788712770970069;0;9.4899324905837;5.94438968256446
"332";170305;0.0560601047164732;0;8.2125754353373;2.28287350852697
"333";170307;0.0648670122679037;0;9.66711779883061;4.11222793440323
"334";170310;0.0753951992065346;0;5.75278512241263;8.04575791928159
"335";170320;0.0586655608374145;0;0;4.83634455031952
"336";170330;0.0600631789201607;0;0;3.59626692593301
"337";170360;0.0759263583581886;0;0;3.40276041367379
"338";170370;0.0886866664024692;0;7.90332083171675;3.17492533851373
"339";170380;0.057999440735888;0;0;44.304198156135
"340";170382;0.0682401659377306;0;0;6.43117844391592
"341";170384;0.0411084689989202;0;0;3.06212560983141
"342";170386;0.0656098125433927;0;11.8851105975569;3.83648630771266
"343";170388;0.0553508153121377;0;9.07841559734409;7.53551065172143
"344";170389;0.0530695826579642;0;0;21.3236530217702
"345";170390;0.060825304020003;0;0;3.13010230321144
"346";170410;0.0795708670364722;0;0;1.47126578001659
"347";170460;0.0826910687122895;0;5.94228668333554;2.12514543063395
"348";170510;0.0674195035878392;0;0;2.03189477539762
"349";170550;0.0581743005297707;0;0;41.5317488201612
"350";170555;0.0609397669826779;0;0;23.1411356023719
"351";170560;0.0749757864869115;0;0;1.63058219375776
"352";170600;0.0598502175852253;0;0;3.4910132893089
"353";170610;0.0886138516366777;0;0;3.94483499511759
"354";170625;0.0631734518468827;0;7.9626991780725;1.73103488116364
"355";170650;0.0685921563963524;0;8.38877639571883;3.67219020700462
"356";170700;0.0581046616212944;0;0;6.58762918612178
"357";170710;0.0811397609172485;0;0;2.91106476354817
"358";170720;0.0729028257132722;0;0;1.92121551050487
"359";170730;0.0816463396049121;0;10.699891812205;1.37284944905885
"360";170740;0.0596724837089711;0;3.39612773515637;21.4372499629575
"361";170755;0.07399723777036;0;5.39090264444509;10.0617167525881
"362";170765;0.0951260536365878;0;11.4684744380448;2.7302033133425
"363";170770;0.0796535490209814;0;11.3816096735833;4.43909964188818
"364";170820;0.0666523349150075;0;12.9906683698876;1.37597203803258
"365";170825;0.0673077910640145;0;0;4.12514432400318
"366";170830;0.0656668045493067;0;0;2.84067090028057
"367";170900;0.0732115191958245;0;0;2.01615918403972
"368";170930;0.0586165953563702;0;0;11.3065227059564
"369";170950;0.0541416737362897;20.7739448567175;11.0773320861078;46.490984532829
"370";170980;0.0740007956046086;0;8.05668324254645;2.42501110083483
"371";171050;0.0793130979981871;0;0;2.43305010101063
"372";171070;0.071429744925758;0;0;7.96909677262394
"373";171090;0.0856517044499103;0;0;3.01943429396017
"374";171110;0.0680782555019463;0;0;2.50262595865477
"375";171150;0.0911007073497489;0;0;1.75571434679289
"376";171180;0.060263661534215;0;0;4.57644978063384
"377";171190;0.0444640679834267;0;0;1.23512336829912
"378";171195;0.0655978654775476;0;7.7408828774648;4.64918768146316
"379";171200;0.0561265150324924;0;5.60003273865293;9.53525985966164
"380";171215;0.0531939696903835;0;0;4.03227525180408
"381";171240;0.0859905596183738;0;0;0.654874499277856
"382";171245;0.0728257130464696;0;0;10.9833706026138
"383";171250;0.0623266505144461;0;0;2.43571929267553
"384";171270;0.0457686663344857;0;0;0.27314304919795
"385";171280;0.0660745274740795;0;0;4.63287558217262
"386";171320;0.0586377849954272;0;5.36467403415234;6.96988638176702
"387";171330;0.0777398207248155;0;5.25205840288944;13.011763607143
"388";171360;0.0742298672460816;0;6.21603593825086;2.16831883124097
"389";171370;0.0908053760261787;0;5.70242967368943;2.10665658797968
"390";171380;0.069207409882318;0;9.63103184882601;8.83768917968219
"391";171395;0.0695700699739115;0;9.16819206413941;2.94214178544636
"392";171420;0.0797097810008299;0;0;2.85007243175744
"393";171430;0.096304148990905;0;0;9.99613688067001
"394";171488;0.0694628859584017;0;9.64724354965336;7.47464336147832
"395";171500;0.0983867770467352;0;5.31237804516747;8.1456830778507
"396";171510;0.0737680166798801;0;7.24455961436652;1.60455248256495
"397";171515;0.0857392825896762;0;0;11.6335917467349
"398";171525;0.0521488505180129;0;0;2.22260116830726
"399";171550;0.0911378454681313;0;5.32867688952833;5.28448292337978
"400";171570;0.0639124070524685;0;9.85764205202116;2.24288143762675
"401";171575;0.0736162595848276;0;0;4.48036344830255
"402";171610;0.0567569186671873;0;5.12562715005273;39.1194603892464
"403";171620;0.0725612801782128;0;0;0.932381361357004
"404";171630;0.0656316000430957;0;3.38778890310924;3.5004963444413
"405";171650;0.0633204531172701;0;0;6.62521861240788
"406";171660;0.0704784838308084;0;10.9375949444006;2.19188115753502
"407";171665;0.0714765558606768;0;0;4.50144231405396
"408";171670;0.0843394117672666;0;0;8.40461674642753
"409";171700;0.0647767830865099;0;0;2.86052810834122
"410";171720;0.0614027614770775;0;8.37155863988153;2.20928337512433
"411";171750;0.0816290964844245;0;5.38827718126786;0.755360171188342
"412";171780;0.0923291323686523;0;0;2.67686602462996
"413";171790;0.0724297839152497;0;0;1.22840910142978
"414";171800;0.0801910893112611;0;0;6.19292516085067
"415";171820;0.0631004617693738;0;5.40433802055727;11.8623481416855
"416";171830;0.0611991705315337;0;0;27.760907730243
"417";171840;0.0772568455684266;0;0;4.79217261166917
"418";171845;0.0507800153385263;0;5.32312385476061;6.61716031993311
"419";171850;0.0598658953516992;0;0;1.91523418972823
"420";171855;0.0678862549574085;0;6.88224712488193;8.89699658729453
"421";171865;0.0577311256856986;0;0;2.48552491238763
"422";171870;0.0643353584514423;0;5.14621179432571;3.31777327959115
"423";171875;0.0800724394767066;0;0;1.0180071424187
"424";171880;0.0566519609224996;0;0;20.8014889676132
"425";171884;0.0612804653363509;0;0;0.955393746385102
"426";171886;0.050433418181888;0;9.48806957045219;4.44340994914551
"427";171888;0.0754562213695913;0;0;2.39869572250333
"428";171889;0.0597409960481408;0;7.73366658405705;0.715736555206373
"429";171890;0.0780052990792773;0;0;2.66955503162016
"430";171900;0.0717483834677216;0;6.63226392329021;5.22799133710398
"431";172000;0.0739985405175855;0;0;9.2227767562677
"432";172010;0.0575932400008457;0;0;4.75269011664707
"433";172015;0.0610434694842414;0;0;0.823606705793224
"434";172020;0.0618437416950617;0;0;29.3897338543112
"435";172025;0.071067083067486;0;0;2.15475945655142
"436";172030;0.0563650721345016;0;0;16.4262751340656
"437";172049;0.0908663846005606;0;12.2845092338561;1.59363592976576
"438";172065;0.0977292312831105;0;0;4.29068813765945
"439";172080;0.0736057915401216;0;0;29.9146848215433
"440";172085;0.0695943163461686;0;11.161129506306;1.91098877465946
"441";172090;0.0733234900720788;0;0;7.06176029896977
"442";172093;0.0782542924318329;0;0;1.92567143219893
"443";172097;0.0617222278055962;0;0;1.2870598271636
"444";172100;0.0273766516597179;8.69196027105544;5.10226108662462;131.026863077141
"445";172110;0.0607202362197965;0;5.36467403415234;2.86790552303096
"446";172120;0.0675212747772175;0;0;21.1295681063123
"447";172125;0.0568403218975011;0;0;2.63014628421134
"448";172130;0.0809178129016704;0;0;2.91854870055891
"449";172208;0.069428407737923;0;8.10218814957198;8.5308348864279
"450";172210;0.0781406312934727;0;6.89438749310561;9.74435912780358
"451";210005;0.0473453422337368;0;9.35923441462488;19.2409006140174
"452";210010;0.0560184055030117;0;4.5575579692889;17.4207864533121
"453";210015;0.0737100535951522;0;2.68550946484115;28.1726363568684
"454";210020;0.0752387357888656;0;8.49252682471375;18.9026968635031
"455";210030;0.0580348210678829;0;7.86166547458895;13.542925492284
"456";210040;0.0591149411641224;0;2.61500121597557;15.3821509075583
"457";210043;0.0581042474288822;0;1.75250279305133;70.0194099783986
"458";210047;0.0601946171634776;0;1.45638420580456;17.0019633232244
